temperatura,vibración,presión,velocidad,horas_acumuladas,consumo,defectuoso
79.96714153011233,1.7027861706028165,94.69141902988,91.00179602118325,5666,84.6033348072668,0
73.61735698828815,2.200312488523114,87.41977635891313,86.56475567099798,1610,85.13722970049706,1
81.47688538100692,2.5026218498590915,90.48060388470492,90.97838002425827,2727,105.2895793639252,0
90.23029856408026,2.523490296882371,87.6886235564748,94.3463842322911,2854,79.61038722994584,0
72.65846625276664,2.274967264260378,87.82751886283842,90.39088056260563,6055,101.83300212104993,1
72.6586304305082,2.8114249661737496,88.4541393826568,90.32473352963106,3324,88.19707060410106,0
90.79212815507391,1.966189785308703,91.11066885816857,84.38406649754596,6774,115.72814640917181,0
82.67434729152909,2.4288102574893533,87.60625689168262,84.69679265959242,7519,102.50452407727778,0
70.30525614065049,2.5601478158559496,96.2787806278676,78.77915782560245,2749,97.80843980286939,0
80.42560043585965,2.7572194170293747,85.52696348890248,103.99661394549551,1781,112.27720877139178,0
70.36582307187538,2.855807439044445,89.0656417791932,80.04909411686972,8548,89.3659799342905,1
70.34270246429743,1.9376789540810653,87.80134470862913,84.45675841763274,7823,91.26590365912192,1
77.41962271566034,1.7329429146321889,97.23488942176867,84.25274187544642,3105,87.3854516634489,0
55.86719755342202,3.1388384109492544,90.98277388255788,97.15939501555553,4867,91.34960773651007,0
57.75082167486967,2.666157005989796,95.15922269734317,87.64040257366378,8193,100.61115609367388,0
69.37712470759027,2.125756731721723,82.57219813481514,99.98193658138987,5976,104.93951871993721,1
64.87168879665576,3.2755759877612616,91.33525132934629,84.61207500604905,3113,109.61421685367543,0
78.14247332595274,2.5578373171464293,94.44815397811719,92.23195329779041,6879,81.7527595309926,0
65.91975924478788,3.089648592031913,90.41141994637712,83.31722357392194,4970,98.28137013536708,0
60.87696298664709,2.5337592407050544,95.32740187532676,107.1611930221871,8264,88.91835468809198,0
89.65648768921554,3.5303739624409936,87.41355774949814,80.4992126477639,2577,97.94712908511899,0
72.74223699513465,3.377670421221602,97.0467372009279,92.47856568181622,3274,123.3416358012704,0
75.67528204687923,2.3755179257604633,101.49449061809625,95.07021504745678,5869,102.91861762000015,0
60.75251813786544,2.9857854754771775,88.18580719780171,93.31039277961199,7744,108.99464971148245,0
69.55617275474818,2.822687974792574,87.77248739299614,88.51769872897833,3426,119.60691272161047,0
76.10922589709867,3.1843157787661744,97.2669223855885,88.9614344021326,6546,111.27358243174758,0
63.490064225776976,2.0175382697099478,97.89786072865357,90.35049177583288,7852,95.52085520313015,1
78.75698018345672,2.8430257299992197,87.38569986423366,88.8239839869721,3551,87.24167913430063,0
68.99361310081196,3.029212243424794,87.89906591452072,97.71103293435928,7411,99.69855730479149,0
72.08306250206724,1.6206302567884427,88.59107695569746,107.68418401273081,1007,94.32294215781315,0
68.98293387770603,1.9083707436671125,83.27774744482862,85.54006571993733,9087,84.75478713380826,0
93.52278184508938,1.4803839111199497,85.40674026757901,79.04157616336738,3555,102.40924997289468,0
74.86502775262066,2.365296582777721,84.97929616623966,89.29374361318996,1475,102.65886298059333,1
64.422890710441,2.858771127897981,86.16101217447935,110.63767470123454,6416,117.69116700263287,0
83.22544912103189,3.251178526048014,89.8265755630661,83.57060345624215,9676,96.38236931163186,0
62.791563500289776,2.537047390209888,91.1710736626826,103.11293444355255,8239,102.8012138896945,0
77.08863595004756,3.314307772785646,97.75250246407039,103.42160651261153,7710,93.34514585309785,1
55.403298761202244,1.8099492708925542,85.00822979630604,85.57129406633604,6000,108.73169430693466,0
